static_feature,perf_ratio,n,spearman_rho,p_value,abs_rho,fdr_q,fdr_sig_0.05,fdr_sig_0.10
load_store_ratio,ratio_conditional_branches_over_native,52,-0.4543243951159705,0.0007162217163537958,0.4543243951159705,0.0034680209423446954,True,True
memory_access_density,ratio_cpu_cycles_over_native,52,-0.4483746750286331,0.0008574079666716422,0.4483746750286331,0.004045206817117492,True,True
basic_block_count,ratio_cpu_cycles_over_native,52,0.44609686868078435,0.0009177654245418661,0.44609686868078435,0.004221720952892584,True,True
call_to_bb_ratio,ratio_branch_misses_over_native,52,0.444102812652217,0.0009737077604002146,0.444102812652217,0.0043698104369180365,True,True
ir_instruction_count,ratio_instructions_retired_over_native,52,0.4404290110084991,0.0010848447256084485,0.4404290110084991,0.004752653083617965,True,True
avg_bb_size,ratio_all_stores_retired_over_native,52,0.4395849137875836,0.0011119333642131502,0.4395849137875836,0.00475804044221441,True,True
call_to_bb_ratio,ratio_conditional_branches_over_native,52,-0.43726783284995124,0.0011894360116167723,0.43726783284995124,0.00497400513948832,True,True
compute_instr_count,ratio_all_stores_retired_over_native,52,-0.4350243925205769,0.0012690494050077758,0.4350243925205769,0.00518900201158735,True,True
avg_bb_size,ratio_instructions_retired_over_native,52,-0.4318968760415901,0.0013879913174763695,0.4318968760415901,0.005551965269905478,True,True
memory_instr_count,ratio_all_loads_retired_over_native,52,-0.42404602206566294,0.0017316080562440003,0.42404602206566294,0.006779061326572256,True,True
basic_block_count,ratio_instructions_retired_over_native,52,0.41677108845041577,0.002115690147227437,0.41677108845041577,0.008110145564371844,True,True
call_to_bb_ratio,ratio_instructions_retired_over_native,52,-0.41018422538347327,0.002526917693405683,0.41018422538347327,0.009488833787482566,True,True
compute_instr_count,ratio_instructions_retired_over_native,52,0.4061367216616466,0.0028134197133150257,0.4061367216616466,0.010074153253686212,True,True
branch_instr_count,ratio_cpu_cycles_over_native,52,0.4057011900434149,0.002845899904630275,0.4057011900434149,0.010074153253686212,True,True
cfg_edge_count,ratio_cpu_cycles_over_native,52,0.40568593825935817,0.0028470433108243637,0.40568593825935817,0.010074153253686212,True,True
branch_instr_count,ratio_branch_misses_over_native,52,-0.4040537605476199,0.0029717806437228626,0.4040537605476199,0.010317125253679373,True,True
cfg_edge_count,ratio_instructions_retired_over_native,52,0.40204361046823095,0.0031320295642630184,0.40204361046823095,0.010672100737488803,True,True
hostcall_density,ratio_cpu_cycles_over_native,52,-0.3998463184325463,0.003315889749061272,0.3998463184325463,0.011093158433223164,True,True
call_to_bb_ratio,ratio_cpu_cycles_over_native,52,-0.39711232651163997,0.0035579195840648756,0.39711232651163997,0.011643779803219597,True,True
basic_block_count,ratio_branch_misses_over_native,52,-0.3962430422891577,0.003638071784133921,0.3962430422891577,0.011643779803219597,True,True
avg_bb_out_degree,ratio_L1_icache_load_misses_over_native,52,0.3958980331099769,0.003670321894493134,0.3958980331099769,0.011643779803219597,True,True
cfg_edge_count,ratio_branch_misses_over_native,52,-0.394151900254122,0.0038374390164891844,0.394151900254122,0.011967606424305253,True,True
memory_instr_count,ratio_all_stores_retired_over_native,52,-0.3895853350536722,0.0043065724271046735,0.3895853350536722,0.013087468214745981,True,True
loop_count,ratio_all_stores_retired_over_native,52,-0.38928814114835636,0.004338780223366874,0.38928814114835636,0.013087468214745981,True,True
load_count,ratio_all_loads_retired_over_native,52,-0.3878179371169714,0.004501244379354037,0.3878179371169714,0.013358531706470044,True,True
hostcall_count,ratio_branches_retired_over_native,52,-0.38660154255710893,0.004639675762539568,0.38660154255710893,0.013550799052496516,True,True
branch_instr_count,ratio_instructions_retired_over_native,52,0.38437131341364783,0.004903217257477562,0.38437131341364783,0.014096749615247992,True,True
store_count,ratio_all_loads_retired_over_native,52,-0.3826427846717421,0.005116413343701321,0.3826427846717421,0.014394992591401269,True,True
basic_block_count,ratio_conditional_branches_over_native,52,0.38227017053233503,0.005163421255611324,0.38227017053233503,0.014394992591401269,True,True
function_count,ratio_conditional_branches_over_native,52,0.381194175842665,0.005301295880675533,0.381194175842665,0.014558782717079074,True,True
memory_access_density,ratio_L1_icache_load_misses_over_native,52,-0.3789141927881074,0.005604139182430003,0.3789141927881074,0.015164141317163538,True,True
compute_instr_count,ratio_L1_icache_load_misses_over_native,52,0.37818918210285907,0.005703559541176703,0.37818918210285907,0.01520949210980454,True,True
store_count,ratio_L1_icache_load_misses_over_native,52,0.37686085716317047,0.0058897182846073485,0.37686085716317047,0.0154815452052536,True,True
store_count,ratio_cpu_cycles_over_native,52,0.37176930905860733,0.006653345879027935,0.37176930905860733,0.017242473827340003,True,True
cfg_edge_count,ratio_conditional_branches_over_native,52,0.37082365797285494,0.006804299811283507,0.37082365797285494,0.017388766184391183,True,True
ir_instruction_count,ratio_L1_icache_load_misses_over_native,52,0.3672947271242557,0.007394277264856488,0.3672947271242557,0.018637630366213614,True,True
branch_instr_count,ratio_conditional_branches_over_native,52,0.36104718002581315,0.008548312110791571,0.36104718002581315,0.021255262545752013,True,True
load_store_ratio,ratio_L1_icache_load_misses_over_native,52,-0.3583126721736983,0.009100628218476885,0.3583126721736983,0.022326874562663294,True,True
hostcall_count,ratio_cpu_cycles_over_native,52,-0.3477219776643055,0.011541244497664636,0.3477219776643055,0.027941960362767013,True,True
call_to_bb_ratio,ratio_all_loads_retired_over_native,52,0.34542279175700524,0.012139804784584353,0.34542279175700524,0.029009403641084685,True,True
hostcall_density,ratio_L1_icache_load_misses_over_native,52,-0.34388492130149545,0.012554888417850898,0.34388492130149545,0.029616659857494426,True,True
max_loop_depth,ratio_cpu_cycles_over_native,52,0.3428867921588822,0.012830761697329385,0.3428867921588822,0.029748247555446593,True,True
hostcall_density,ratio_all_loads_retired_over_native,52,0.3425179253410423,0.012934020676281128,0.3425179253410423,0.029748247555446593,True,True
compute_density,ratio_branches_retired_over_native,52,0.3379319702572251,0.014278497635561448,0.3379319702572251,0.03243510574004082,True,True
compute_instr_count,ratio_all_loads_retired_over_native,52,-0.3373362037875672,0.014461635754417033,0.3373362037875672,0.03245049974161871,True,True
memory_access_density,ratio_conditional_branches_over_native,52,-0.3318382694000021,0.016248573396578002,0.3318382694000021,0.036020933794823524,True,True
avg_bb_out_degree,ratio_all_stores_retired_over_native,52,-0.32844873858012896,0.017441384438870493,0.32844873858012896,0.03820493734228775,True,True
hostcall_density,ratio_all_stores_retired_over_native,52,0.3220129859342451,0.01991170758122264,0.3220129859342451,0.043051172647329,True,True
max_loop_depth,ratio_instructions_retired_over_native,52,0.3214975913289656,0.020121743737338556,0.3214975913289656,0.043051172647329,True,True
compute_to_memory_ratio,ratio_L1_icache_load_misses_over_native,52,0.31509256888445103,0.02289224117307248,0.31509256888445103,0.047570162139387105,True,True
avg_bb_size,ratio_branch_misses_over_native,52,0.315038702302489,0.02291683841507399,0.315038702302489,0.047570162139387105,True,True
memory_access_density,ratio_branch_misses_over_native,52,-0.314836257141866,0.023009480600029632,0.314836257141866,0.047570162139387105,True,True
compute_to_memory_ratio,ratio_instructions_retired_over_native,52,0.3136401356764696,0.023563304422412154,0.3136401356764696,0.048173866819153734,True,True
function_count,ratio_branch_misses_over_native,52,-0.31261075679744293,0.02404886179213539,0.31261075679744293,0.04829525483074914,True,True
loop_count,ratio_conditional_branches_over_native,52,0.3124035160833496,0.02414762741537457,0.3124035160833496,0.04829525483074914,True,True
max_loop_depth,ratio_branches_retired_over_native,52,0.3108501036911658,0.02489885452483401,0.3108501036911658,0.04883147447251428,True,True
loop_count,ratio_all_loads_retired_over_native,52,-0.3107528857147223,0.024946514132697512,0.3107528857147223,0.04883147447251428,True,True
branch_density,ratio_conditional_branches_over_native,52,0.303079532475388,0.028957546571443657,0.303079532475388,0.056086195464690874,False,True
memory_instr_count,ratio_cpu_cycles_over_native,52,0.299628405186143,0.030929601041734846,0.299628405186143,0.059281735329991786,False,True
call_instr_count,ratio_L1_icache_load_misses_over_native,52,-0.29547329874309264,0.0334509653604972,0.29547329874309264,0.06345337759104623,False,True
avg_bb_out_degree,ratio_instructions_retired_over_native,52,0.2929127931245058,0.03508793371438874,0.2929127931245058,0.06567049559399232,False,True
compute_to_memory_ratio,ratio_branches_retired_over_native,52,0.2925371355369741,0.035333581868506735,0.2925371355369741,0.06567049559399232,False,True
load_count,ratio_all_stores_retired_over_native,52,-0.28857487357060324,0.03801228478837713,0.28857487357060324,0.06994260401061392,False,True
load_store_ratio,ratio_all_stores_retired_over_native,52,0.2851283134572379,0.04047648425001684,0.2851283134572379,0.0731257711650268,False,True
alloc_call_count,ratio_branch_misses_over_native,52,-0.2850457168171821,0.04053711227626486,0.2850457168171821,0.0731257711650268,False,True
call_instr_count,ratio_conditional_branches_over_native,52,-0.28179397935683836,0.04298394326730637,0.28179397935683836,0.07678685010858613,False,True
hostcall_density,ratio_branches_retired_over_native,52,-0.2800632973978391,0.04433478846333048,0.2800632973978391,0.07843847189666162,False,True
avg_bb_size,ratio_all_loads_retired_over_native,52,0.279161192821186,0.045052559407805136,0.279161192821186,0.078949246962249,False,True
compute_to_memory_ratio,ratio_cpu_cycles_over_native,52,0.2725448196153467,0.05061218361339932,0.2725448196153467,0.08785511117797618,False,True
ir_instruction_count,ratio_conditional_branches_over_native,52,0.26092535395149496,0.0617161774677574,0.26092535395149496,0.10612875377633048,False,False
compute_density,ratio_cpu_cycles_over_native,52,0.2590014493983586,0.06373042290979568,0.2590014493983586,0.10857775755002226,False,False
avg_bb_out_degree,ratio_branch_misses_over_native,52,-0.2573768476688826,0.0654720095121798,0.2573768476688826,0.10964171078026241,False,False
compute_density,ratio_L1_icache_load_misses_over_native,52,0.2567804607161827,0.06612080757535345,0.2567804607161827,0.10964171078026241,False,False
alloc_call_count,ratio_all_loads_retired_over_native,52,-0.2567258399843735,0.06618048426000282,0.2567258399843735,0.10964171078026241,False,False
store_count,ratio_conditional_branches_over_native,52,0.2562170563126753,0.06673843264885539,0.2562170563126753,0.10964171078026241,False,False
loop_count,ratio_branches_retired_over_native,52,0.25332832394300536,0.06997787095650138,0.25332832394300536,0.11394626775217924,False,False
branch_density,ratio_cpu_cycles_over_native,52,0.2444796003225931,0.08068493572030722,0.2444796003225931,0.130075957039013,False,False
branch_density,ratio_instructions_retired_over_native,52,0.24379621918961594,0.08156271161680125,0.24379621918961594,0.130075957039013,False,False
compute_density,ratio_instructions_retired_over_native,52,0.24345452862312733,0.0820044076985082,0.24345452862312733,0.130075957039013,False,False
compute_instr_count,ratio_conditional_branches_over_native,52,0.23802415189976556,0.08927966337258887,0.23802415189976556,0.14040562444919957,False,False
avg_bb_out_degree,ratio_all_loads_retired_over_native,52,-0.2327086913574548,0.09687974997919192,0.2327086913574548,0.15106672878111282,False,False
hostcall_count,ratio_L1_icache_load_misses_over_native,52,-0.2217802719731701,0.11407199076429032,0.2217802719731701,0.1763802210136926,False,False
compute_density,ratio_branch_misses_over_native,52,0.21594843802079505,0.12415206299013887,0.21594843802079505,0.18958454938501024,False,False
store_count,ratio_instructions_retired_over_native,52,0.21565726632717266,0.12467244823688174,0.21565726632717266,0.18958454938501024,False,False
avg_bb_out_degree,ratio_cpu_cycles_over_native,52,0.20786803045643668,0.1392137166045118,0.20786803045643668,0.2099616709445096,False,False
store_count,ratio_branch_misses_over_native,52,-0.20625084694755608,0.1423853174418797,0.20625084694755608,0.2129991740593973,False,False
load_count,ratio_cpu_cycles_over_native,52,0.20336272590492854,0.14818278701849402,0.20336272590492854,0.21988413557582984,False,False
load_store_ratio,ratio_branch_misses_over_native,52,0.20202644818574303,0.15092356393013134,0.20202644818574303,0.22215948610515332,False,False
call_instr_count,ratio_branch_misses_over_native,52,0.19963256729314852,0.15592690495725206,0.19963256729314852,0.22770278184233633,False,False
loop_count,ratio_branch_misses_over_native,52,-0.19677251499688175,0.16206328301924833,0.19677251499688175,0.2348003470515094,False,False
call_instr_count,ratio_instructions_retired_over_native,52,-0.19227993312303684,0.1720562564790658,0.19227993312303684,0.2473308686886571,False,False
avg_bb_out_degree,ratio_conditional_branches_over_native,52,0.1887200210119018,0.18028647824113872,0.1887200210119018,0.2571528061734072,False,False
load_store_ratio,ratio_instructions_retired_over_native,52,-0.18321738402964335,0.19356000071065246,0.18321738402964335,0.2739618471596927,False,False
compute_instr_count,ratio_branches_retired_over_native,52,0.1814453409275412,0.19797902980661036,0.1814453409275412,0.27807741591157487,False,False
load_store_ratio,ratio_cpu_cycles_over_native,52,-0.17988304992924392,0.2019339408598581,0.17988304992924392,0.28148367513798406,False,False
memory_access_density,ratio_all_loads_retired_over_native,52,-0.17762403761138112,0.20775083535653044,0.17762403761138112,0.2874146895158015,False,False
alloc_call_count,ratio_L1_icache_load_misses_over_native,52,-0.17546010646414015,0.21343245600959215,0.17546010646414015,0.2930714321325743,False,False
hostcall_density,ratio_conditional_branches_over_native,52,-0.1727541145022668,0.22068913308780955,0.1727541145022668,0.2993494122880725,False,False
hostcall_count,ratio_conditional_branches_over_native,52,-0.17254452500959733,0.22125826125640138,0.17254452500959733,0.2993494122880725,False,False
compute_to_memory_ratio,ratio_branch_misses_over_native,52,0.16395407800684964,0.2454674829093434,0.16395407800684964,0.32967895514831524,False,False
branch_density,ratio_branches_retired_over_native,52,-0.1551275171858243,0.27215593096877444,0.1551275171858243,0.3628745746250326,False,False
memory_instr_count,ratio_L1_icache_load_misses_over_native,52,0.15280706622934861,0.2794801674312536,0.15280706622934861,0.36995935832626375,False,False
load_store_ratio,ratio_branches_retired_over_native,52,0.1511564792181099,0.28476841089344324,0.1511564792181099,0.3742670543170968,False,False
ir_instruction_count,ratio_branch_misses_over_native,52,-0.14122777016431604,0.3179554683856582,0.14122777016431604,0.41492061122667456,False,False
memory_instr_count,ratio_instructions_retired_over_native,52,0.12099720129520329,0.3928509336710079,0.12099720129520329,0.5090462802497567,False,False
hostcall_density,ratio_branch_misses_over_native,52,0.11867233681683906,0.40207421712292657,0.11867233681683906,0.5173542374169126,False,False
compute_to_memory_ratio,ratio_all_stores_retired_over_native,52,-0.11499853517312121,0.4169029762053956,0.11499853517312121,0.5320621951174627,False,False
memory_instr_count,ratio_branch_misses_over_native,52,-0.11398534934735406,0.42104687650420625,0.11398534934735406,0.5320621951174627,False,False
call_instr_count,ratio_all_loads_retired_over_native,52,-0.11370934239823878,0.42217978525624755,0.11370934239823878,0.5320621951174627,False,False
hostcall_count,ratio_branch_misses_over_native,52,-0.10786226919470758,0.44658374950076396,0.10786226919470758,0.5589891830485753,False,False
alloc_call_count,ratio_branches_retired_over_native,52,-0.09911956891483005,0.4844828231849294,0.09911956891483005,0.6023299963920744,False,False
call_instr_count,ratio_branches_retired_over_native,52,-0.09737965488089771,0.49222169361213475,0.09737965488089771,0.6049228952004388,False,False
alloc_call_count,ratio_cpu_cycles_over_native,52,0.09665697092936845,0.4954548712967105,0.09665697092936845,0.6049228952004388,False,False
call_instr_count,ratio_cpu_cycles_over_native,52,-0.09643920167309274,0.4964312889960123,0.09643920167309274,0.6049228952004388,False,False
ir_instruction_count,ratio_branches_retired_over_native,52,0.09363922329104075,0.5090737262082004,0.09363922329104075,0.616247142252032,False,False
compute_density,ratio_all_loads_retired_over_native,52,0.08542264162214995,0.5470945933068552,0.08542264162214995,0.6579438246304663,False,False
compute_density,ratio_all_stores_retired_over_native,52,-0.08371418878970695,0.5551677486940096,0.08371418878970695,0.6633173101279076,False,False
store_count,ratio_branches_retired_over_native,52,-0.07947992888648499,0.5754161494834235,0.07947992888648499,0.6830746548706447,False,False
load_count,ratio_instructions_retired_over_native,52,0.07511673258078555,0.5966281432308926,0.07511673258078555,0.6962334636873401,False,False
load_count,ratio_branch_misses_over_native,52,-0.07494562385053319,0.5974669879627161,0.07494562385053319,0.6962334636873401,False,False
avg_bb_out_degree,ratio_branches_retired_over_native,52,0.07486699188223528,0.5978526481663029,0.07486699188223528,0.6962334636873401,False,False
function_count,ratio_branches_retired_over_native,52,0.07042282108858057,0.6198251908005423,0.07042282108858057,0.7130727014192944,False,False
memory_instr_count,ratio_branches_retired_over_native,52,-0.07037505064731613,0.6200632186254733,0.07037505064731613,0.7130727014192944,False,False
avg_bb_size,ratio_branches_retired_over_native,52,-0.06526289819932256,0.6457546908810906,0.06526289819932256,0.7380053610069607,False,False
memory_access_density,ratio_all_stores_retired_over_native,52,-0.06365074940859979,0.6539442832404259,0.06365074940859979,0.7427515315817182,False,False
call_instr_count,ratio_all_stores_retired_over_native,52,0.06138594574581612,0.66551770526949,0.06138594574581612,0.7512592501201604,False,False
max_loop_depth,ratio_branch_misses_over_native,52,-0.05917364811095851,0.6768979327295678,0.05917364811095851,0.7594464611112224,False,False
max_loop_depth,ratio_all_stores_retired_over_native,52,-0.05757181368757268,0.6851829519768239,0.05757181368757268,0.764082807052943,False,False
call_to_bb_ratio,ratio_branches_retired_over_native,52,-0.05638858336869243,0.6913265941149596,0.05638858336869243,0.7651308648567196,False,False
compute_to_memory_ratio,ratio_conditional_branches_over_native,52,0.055790522635994176,0.694439426255827,0.055790522635994176,0.7651308648567196,False,False
memory_instr_count,ratio_conditional_branches_over_native,52,0.054042566232203874,0.7035658447270694,0.054042566232203874,0.770572115653457,False,False
hostcall_count,ratio_all_stores_retired_over_native,52,0.041600256792751346,0.7696611331564531,0.041600256792751346,0.837974251483949,False,False
compute_to_memory_ratio,ratio_all_loads_retired_over_native,52,0.039044822120443086,0.7834571123515336,0.039044822120443086,0.8461956107434515,False,False
load_count,ratio_branches_retired_over_native,52,-0.03849946430678075,0.7864100512887512,0.03849946430678075,0.8461956107434515,False,False
alloc_call_count,ratio_conditional_branches_over_native,52,-0.03632332028555883,0.7982224757715577,0.03632332028555883,0.8539124159416663,False,False
compute_instr_count,ratio_branch_misses_over_native,52,-0.026323676403995615,0.8530405193335916,0.026323676403995615,0.9039194665398604,False,False
max_loop_depth,ratio_conditional_branches_over_native,52,0.02600625299144036,0.8547934085757376,0.02600625299144036,0.9039194665398604,False,False
max_loop_depth,ratio_all_loads_retired_over_native,52,-0.02242568192740147,0.8746123829511798,0.02242568192740147,0.9195924483600977,False,False
load_store_ratio,ratio_all_loads_retired_over_native,52,0.018039602440622842,0.8989930831415539,0.018039602440622842,0.9398564051025337,False,False
basic_block_count,ratio_branches_retired_over_native,52,-0.015870422242317155,0.9110864870357487,0.015870422242317155,0.9471181560145635,False,False
branch_instr_count,ratio_branches_retired_over_native,52,-0.014740158646586992,0.9173959220015602,0.014740158646586992,0.9483193800465566,False,False
load_count,ratio_conditional_branches_over_native,52,-0.013517589689936351,0.9242263025381008,0.013517589689936351,0.9500426797039695,False,False
load_count,ratio_L1_icache_load_misses_over_native,52,-0.00761433849622997,0.9572747598389847,0.00761433849622997,0.978547532279851,False,False
hostcall_count,ratio_all_loads_retired_over_native,52,0.004212684232177351,0.9763543646467718,0.004212684232177351,0.9836966690833298,False,False
cfg_edge_count,ratio_branches_retired_over_native,52,-0.004075938242451867,0.9771217072260867,0.004075938242451867,0.9836966690833298,False,False
alloc_call_count,ratio_instructions_retired_over_native,52,-0.0030782474818270202,0.9827207714876616,0.0030782474818270202,0.9836966690833298,False,False
compute_density,ratio_conditional_branches_over_native,52,0.0029043698151530978,0.9836966690833298,0.0029043698151530978,0.9836966690833298,False,False
